PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
0.671,1.016,vegan_male_40-49,male,vegan,40-49
0.504,0.972,vegan_male_50-59,male,vegan,50-59
0.421,1.376,vegan_male_60-69,male,vegan,60-69
0.491,1.156,vegan_male_70-79,male,vegan,70-79
1.075,1.403,veggie_female_20-29,female,veggie,20-29
1.115,1.421,veggie_female_30-39,female,veggie,30-39
1.129,1.443,veggie_female_40-49,female,veggie,40-49
1.092,1.510,veggie_female_50-59,female,veggie,50-59
1.114,1.606,veggie_female_60-69,female,veggie,60-69
1.105,1.658,veggie_female_70-79,female,veggie,70-79
1.475,1.693,veggie_male_20-29,male,veggie,20-29
1.472,1.604,veggie_male_30-39,male,veggie,30-39
1.352,1.556,veggie_male_40-49,male,veggie,40-49
1.226,1.446,veggie_male_50-59,male,veggie,50-59
1.197,1.563,veggie_male_60-69,male,veggie,60-69
1.180,1.742,veggie_male_70-79,male,veggie,70-79
1.653,2.176,fish_female_20-29,female,fish,20-29
1.684,2.214,fish_female_30-39,female,fish,30-39
1.697,2.133,fish_female_40-49,female,fish,40-49
1.710,2.160,fish_female_50-59,female,fish,50-59
1.750,2.242,fish_female_60-69,female,fish,60-69
1.664,2.311,fish_female_70-79,female,fish,70-79
2.060,2.658,fish_male_20-29,male,fish,20-29
1.902,2.465,fish_male_30-39,male,fish,30-39
1.836,2.247,fish_male_40-49,male,fish,40-49
1.868,2.159,fish_male_50-59,male,fish,50-59
1.824,2.302,fish_male_60-69,male,fish,60-69
1.807,2.453,fish_male_70-79,male,fish,70-79
1.945,2.192,meat <50_female_20-29,female,meat50,20-29
1.964,2.179,meat <50_female_30-39,female,meat50,30-39
2.078,2.126,meat <50_female_40-49,female,meat50,40-49
2.149,2.152,meat <50_female_50-59,female,meat50,50-59
2.148,2.192,meat <50_female_60-69,female,meat50,60-69
2.075,2.204,meat <50_female_70-79,female,meat50,70-79
2.200,2.410,meat <50_male_20-29,male,meat50,20-29
2.179,2.466,meat <50_male_30-39,male,meat50,30-39
2.218,2.304,meat <50_male_40-49,male,meat50,40-49
2.277,2.202,meat <50_male_50-59,male,meat50,50-59
2.195,2.164,meat <50_male_60-69,male,meat50,60-69
2.247,2.191,meat <50_male_70-79,male,meat50,70-79
4.652,3.066,meat 100+_female_20-29,female,meat100,20-29
4.885,2.996,meat 100+_female_30-39,female,meat100,30-39
5.592,2.839,meat 100+_female_40-49,female,meat100,40-49
5.798,2.812,meat 100+_female_50-59,female,meat100,50-59
5.725,2.789,meat 100+_female_60-69,female,meat100,60-69
5.891,2.886,meat 100+_female_70-79,female,meat100,70-79
5.515,3.860,meat 100+_male_20-29,male,meat100,20-29
5.229,3.365,meat 100+_male_30-39,male,meat100,30-39
5.558,3.071,meat 100+_male_40-49,male,meat100,40-49
5.665,3.084,meat 100+_male_50-59,male,meat100,50-59
5.473,2.969,meat 100+_male_60-69,male,meat100,60-69
5.991,2.965,meat 100+_male_70-79,male,meat100,70-79
2.708,2.548,meat50-99_female_20-29,female,meat,20-29
2.855,2.464,meat50-99_female_30-39,female,meat,30-39
3.155,2.394,meat50-99_female_40-49,female,meat,40-49
3.235,2.351,meat50-99_female_50-59,female,meat,50-59
3.121,2.422,meat50-99_female_60-69,female,meat,60-69
3.117,2.429,meat50-99_female_70-79,female,meat,70-79
2.947,2.862,meat50-99_male_20-29,male,meat,20-29
3.061,2.869,meat50-99_male_30-39,male,meat,30-39
3.329,2.596,meat50-99_male_40-49,male,meat,40-49
3.312,2.436,meat50-99_male_50-59,male,meat,50-59
3.273,2.495,meat50-99_male_60-69,male,meat,60-69
3.409,2.370,meat50-99_male_70-79,male,meat,70-79
0.590,1.212,vegan_female_20-29,female,vegan,20-29
0.727,1.245,vegan_female_30-39,female,vegan,30-39
0.811,1.371,vegan_female_40-49,female,vegan,40-49
0.741,1.538,vegan_female_50-59,female,vegan,50-59
0.805,1.618,vegan_female_60-69,female,vegan,60-69
0.827,1.567,vegan_female_70-79,female,vegan,70-79
0.819,1.596,vegan_male_20-29,male,vegan,20-29
0.774,1.457,vegan_male_30-39,male,vegan,30-39
0.825,1.326,vegan_male_40-49,male,vegan,40-49
0.707,1.340,vegan_male_50-59,male,vegan,50-59
0.618,1.707,vegan_male_60-69,male,vegan,60-69
0.606,1.427,vegan_male_70-79,male,vegan,70-79
1.491,1.789,veggie_female_20-29,female,veggie,20-29
1.535,1.789,veggie_female_30-39,female,veggie,30-39
1.576,1.786,veggie_female_40-49,female,veggie,40-49
1.570,1.889,veggie_female_50-59,female,veggie,50-59
1.561,1.968,veggie_female_60-69,female,veggie,60-69
1.503,2.019,veggie_female_70-79,female,veggie,70-79
1.810,2.097,veggie_male_20-29,male,veggie,20-29
1.782,2.003,veggie_male_30-39,male,veggie,30-39
1.685,1.892,veggie_male_40-49,male,veggie,40-49
1.588,1.870,veggie_male_50-59,male,veggie,50-59
1.605,1.965,veggie_male_60-69,male,veggie,60-69
1.640,2.169,veggie_male_70-79,male,veggie,70-79
1.278,3.146,fish_female_20-29,female,fish,20-29
1.256,3.184,fish_female_30-39,female,fish,30-39
1.248,3.108,fish_female_40-49,female,fish,40-49
1.262,3.178,fish_female_50-59,female,fish,50-59
1.331,3.347,fish_female_60-69,female,fish,60-69
1.296,3.264,fish_female_70-79,female,fish,70-79
1.546,3.768,fish_male_20-29,male,fish,20-29
1.438,3.463,fish_male_30-39,male,fish,30-39
1.335,3.272,fish_male_40-49,male,fish,40-49
1.317,3.136,fish_male_50-59,male,fish,50-59
1.386,3.336,fish_male_60-69,male,fish,60-69
1.418,3.399,fish_male_70-79,male,fish,70-79
1.467,3.000,meat <50_female_20-29,female,meat50,20-29
1.457,3.081,meat <50_female_30-39,female,meat50,30-39
1.478,3.065,meat <50_female_40-49,female,meat50,40-49
1.523,3.183,meat <50_female_50-59,female,meat50,50-59
1.542,3.299,meat <50_female_60-69,female,meat50,60-69
1.530,3.280,meat <50_female_70-79,female,meat50,70-79
1.664,3.186,meat <50_male_20-29,male,meat50,20-29
1.626,3.495,meat <50_male_30-39,male,meat50,30-39
1.547,3.240,meat <50_male_40-49,male,meat50,40-49
1.602,3.178,meat <50_male_50-59,male,meat50,50-59
1.594,3.240,meat <50_male_60-69,male,meat50,60-69
1.646,3.267,meat <50_male_70-79,male,meat50,70-79
3.254,3.824,meat 100+_female_20-29,female,meat100,20-29
3.309,3.851,meat 100+_female_30-39,female,meat100,30-39
3.591,3.712,meat 100+_female_40-49,female,meat100,40-49
3.692,3.723,meat 100+_female_50-59,female,meat100,50-59
3.693,3.737,meat 100+_female_60-69,female,meat100,60-69
3.869,3.778,meat 100+_female_70-79,female,meat100,70-79
3.942,4.628,meat 100+_male_20-29,male,meat100,20-29
3.634,4.051,meat 100+_male_30-39,male,meat100,30-39
3.680,3.746,meat 100+_male_40-49,male,meat100,40-49
3.726,3.890,meat 100+_male_50-59,male,meat100,50-59
3.655,3.764,meat 100+_male_60-69,male,meat100,60-69
3.981,3.710,meat 100+_male_70-79,male,meat100,70-79
1.991,3.468,meat50-99_female_20-29,female,meat,20-29
2.054,3.439,meat50-99_female_30-39,female,meat,30-39
2.151,3.396,meat50-99_female_40-49,female,meat,40-49
2.172,3.415,meat50-99_female_50-59,female,meat,50-59
2.164,3.545,meat50-99_female_60-69,female,meat,60-69
2.213,3.523,meat50-99_female_70-79,female,meat,70-79
2.195,3.898,meat50-99_male_20-29,male,meat,20-29
2.230,3.822,meat50-99_male_30-39,male,meat,30-39
2.273,3.495,meat50-99_male_40-49,male,meat,40-49
2.247,3.413,meat50-99_male_50-59,male,meat,50-59
2.276,3.569,meat50-99_male_60-69,male,meat,60-69
2.351,3.405,meat50-99_male_70-79,male,meat,70-79
0.427,0.972,vegan_female_20-29,female,vegan,20-29
0.522,1.070,vegan_female_30-39,female,vegan,30-39
0.523,1.279,vegan_female_40-49,female,vegan,40-49
0.554,1.247,vegan_female_50-59,female,vegan,50-59
0.621,1.387,vegan_female_60-69,female,vegan,60-69
0.607,1.397,vegan_female_70-79,female,vegan,70-79
0.680,1.260,vegan_male_20-29,male,vegan,20-29
0.589,1.133,vegan_male_30-39,male,vegan,30-39
0.589,1.176,vegan_male_40-49,male,vegan,40-49
0.600,1.087,vegan_male_50-59,male,vegan,50-59
0.580,1.464,vegan_male_60-69,male,vegan,60-69
0.509,1.422,vegan_male_70-79,male,vegan,70-79
1.033,2.132,veggie_female_20-29,female,veggie,20-29
1.029,2.150,veggie_female_30-39,female,veggie,30-39
1.034,2.131,veggie_female_40-49,female,veggie,40-49
1.047,2.219,veggie_female_50-59,female,veggie,50-59
1.067,2.297,veggie_female_60-69,female,veggie,60-69
1.070,2.262,veggie_female_70-79,female,veggie,70-79
1.258,2.470,veggie_male_20-29,male,veggie,20-29
1.227,2.330,veggie_male_30-39,male,veggie,30-39
1.123,2.245,veggie_male_40-49,male,veggie,40-49
1.094,2.088,veggie_male_50-59,male,veggie,50-59
1.101,2.191,veggie_male_60-69,male,veggie,60-69
1.159,2.364,veggie_male_70-79,male,veggie,70-79
3.908,2.496,fish_female_20-29,female,fish,20-29
3.994,2.520,fish_female_30-39,female,fish,30-39
3.851,2.423,fish_female_40-49,female,fish,40-49
3.607,2.517,fish_female_50-59,female,fish,50-59
3.858,2.510,fish_female_60-69,female,fish,60-69
3.791,2.579,fish_female_70-79,female,fish,70-79
4.747,2.957,fish_male_20-29,male,fish,20-29
4.164,2.728,fish_male_30-39,male,fish,30-39
4.042,2.533,fish_male_40-49,male,fish,40-49
3.665,2.536,fish_male_50-59,male,fish,50-59
4.015,2.707,fish_male_60-69,male,fish,60-69
3.949,2.693,fish_male_70-79,male,fish,70-79
3.989,2.535,meat <50_female_20-29,female,meat50,20-29
4.053,2.563,meat <50_female_30-39,female,meat50,30-39
4.079,2.485,meat <50_female_40-49,female,meat50,40-49
4.091,2.504,meat <50_female_50-59,female,meat50,50-59
4.368,2.500,meat <50_female_60-69,female,meat50,60-69
4.335,2.461,meat <50_female_70-79,female,meat50,70-79
4.566,2.673,meat <50_male_20-29,male,meat50,20-29
4.611,2.766,meat <50_male_30-39,male,meat50,30-39
4.340,2.574,meat <50_male_40-49,male,meat50,40-49
4.388,2.500,meat <50_male_50-59,male,meat50,50-59
4.231,2.383,meat <50_male_60-69,male,meat50,60-69
4.274,2.515,meat <50_male_70-79,male,meat50,70-79
5.496,3.934,meat 100+_female_20-29,female,meat100,20-29
5.676,3.817,meat 100+_female_30-39,female,meat100,30-39
5.644,3.512,meat 100+_female_40-49,female,meat100,40-49
5.725,3.435,meat 100+_female_50-59,female,meat100,50-59
5.552,3.422,meat 100+_female_60-69,female,meat100,60-69
5.768,3.429,meat 100+_female_70-79,female,meat100,70-79
7.141,4.251,meat 100+_male_20-29,male,meat100,20-29
5.890,4.070,meat 100+_male_30-39,male,meat100,30-39
5.951,3.481,meat 100+_male_40-49,male,meat100,40-49
6.087,3.487,meat 100+_male_50-59,male,meat100,50-59
5.676,3.389,meat 100+_male_60-69,male,meat100,60-69
5.649,3.426,meat 100+_male_70-79,male,meat100,70-79
4.745,3.169,meat50-99_female_20-29,female,meat,20-29
4.802,3.057,meat50-99_female_30-39,female,meat,30-39
4.824,2.908,meat50-99_female_40-49,female,meat,40-49
4.849,2.848,meat50-99_female_50-59,female,meat,50-59
4.826,2.890,meat50-99_female_60-69,female,meat,60-69
4.756,2.822,meat50-99_female_70-79,female,meat,70-79
5.367,3.333,meat50-99_male_20-29,male,meat,20-29
5.392,3.253,meat50-99_male_30-39,male,meat,30-39
5.182,2.893,meat50-99_male_40-49,male,meat,40-49
4.741,2.853,meat50-99_male_50-59,male,meat,50-59
5.112,2.764,meat50-99_male_60-69,male,meat,60-69
4.625,2.640,meat50-99_male_70-79,male,meat,70-79
0.636,1.682,vegan_female_20-29,female,vegan,20-29
0.756,1.709,vegan_female_30-39,female,vegan,30-39
0.743,1.758,vegan_female_40-49,female,vegan,40-49
0.737,1.829,vegan_female_50-59,female,vegan,50-59
0.874,1.852,vegan_female_60-69,female,vegan,60-69
0.886,2.169,vegan_female_70-79,female,vegan,70-79
0.775,2.263,vegan_male_20-29,male,vegan,20-29
0.698,1.918,vegan_male_30-39,male,vegan,30-39
0.667,1.611,vegan_male_40-49,male,vegan,40-49
0.719,1.660,vegan_male_50-59,male,vegan,50-59
0.628,1.942,vegan_male_60-69,male,vegan,60-69
0.579,1.913,vegan_male_70-79,male,vegan,70-79
3.571,1.945,veggie_female_20-29,female,veggie,20-29
3.590,1.938,veggie_female_30-39,female,veggie,30-39
3.453,1.924,veggie_female_40-49,female,veggie,40-49
3.510,1.991,veggie_female_50-59,female,veggie,50-59
3.543,1.965,veggie_female_60-69,female,veggie,60-69
3.481,1.987,veggie_female_70-79,female,veggie,70-79
4.108,2.251,veggie_male_20-29,male,veggie,20-29
3.868,2.173,veggie_male_30-39,male,veggie,30-39
3.615,2.079,veggie_male_40-49,male,veggie,40-49
3.331,2.030,veggie_male_50-59,male,veggie,50-59
3.402,2.016,veggie_male_60-69,male,veggie,60-69
3.588,2.267,veggie_male_70-79,male,veggie,70-79
1.631,1.539,fish_female_20-29,female,fish,20-29
1.649,1.571,fish_female_30-39,female,fish,30-39
1.629,1.621,fish_female_40-49,female,fish,40-49
1.645,1.865,fish_female_50-59,female,fish,50-59
1.772,2.058,fish_female_60-69,female,fish,60-69
1.779,2.133,fish_female_70-79,female,fish,70-79
1.954,1.776,fish_male_20-29,male,fish,20-29
1.796,1.791,fish_male_30-39,male,fish,30-39
1.740,1.668,fish_male_40-49,male,fish,40-49
1.685,1.848,fish_male_50-59,male,fish,50-59
1.798,1.999,fish_male_60-69,male,fish,60-69
1.934,2.336,fish_male_70-79,male,fish,70-79
1.896,1.437,meat <50_female_20-29,female,meat50,20-29
1.973,1.560,meat <50_female_30-39,female,meat50,30-39
2.007,1.591,meat <50_female_40-49,female,meat50,40-49
2.091,1.800,meat <50_female_50-59,female,meat50,50-59
2.154,1.893,meat <50_female_60-69,female,meat50,60-69
2.190,2.020,meat <50_female_70-79,female,meat50,70-79
2.092,1.448,meat <50_male_20-29,male,meat50,20-29
2.137,1.786,meat <50_male_30-39,male,meat50,30-39
2.093,1.664,meat <50_male_40-49,male,meat50,40-49
2.165,1.686,meat <50_male_50-59,male,meat50,50-59
2.216,1.858,meat <50_male_60-69,male,meat50,60-69
2.314,2.026,meat <50_male_70-79,male,meat50,70-79
4.302,2.066,meat 100+_female_20-29,female,meat100,20-29
4.460,2.048,meat 100+_female_30-39,female,meat100,30-39
4.826,2.060,meat 100+_female_40-49,female,meat100,40-49
4.973,2.198,meat 100+_female_50-59,female,meat100,50-59
5.002,2.316,meat 100+_female_60-69,female,meat100,60-69
5.244,2.453,meat 100+_female_70-79,female,meat100,70-79
5.145,2.456,meat 100+_male_20-29,male,meat100,20-29
4.797,2.329,meat 100+_male_30-39,male,meat100,30-39
4.866,2.083,meat 100+_male_40-49,male,meat100,40-49
5.001,2.177,meat 100+_male_50-59,male,meat100,50-59
4.920,2.354,meat 100+_male_60-69,male,meat100,60-69
5.362,2.506,meat 100+_male_70-79,male,meat100,70-79
2.696,1.721,meat50-99_female_20-29,female,meat,20-29
2.845,1.752,meat50-99_female_30-39,female,meat,30-39
2.983,1.787,meat50-99_female_40-49,female,meat,40-49
3.042,1.903,meat50-99_female_50-59,female,meat,50-59
3.067,2.130,meat50-99_female_60-69,female,meat,60-69
3.146,2.252,meat50-99_female_70-79,female,meat,70-79
2.840,1.919,meat50-99_male_20-29,male,meat,20-29
3.001,1.942,meat50-99_male_30-39,male,meat,30-39
3.065,1.765,meat50-99_male_40-49,male,meat,40-49
3.062,1.898,meat50-99_male_50-59,male,meat,50-59
3.188,2.015,meat50-99_male_60-69,male,meat,60-69
3.242,2.186,meat50-99_male_70-79,male,meat,70-79
0.484,0.588,vegan_female_20-29,female,vegan,20-29
0.633,0.651,vegan_female_30-39,female,vegan,30-39
0.561,0.872,vegan_female_40-49,female,vegan,40-49
0.647,0.975,vegan_female_50-59,female,vegan,50-59
0.688,1.118,vegan_female_60-69,female,vegan,60-69
0.663,1.059,vegan_female_70-79,female,vegan,70-79
0.702,0.863,vegan_male_20-29,male,vegan,20-29
0.709,0.812,vegan_male_30-39,male,vegan,30-39
0.717,0.827,vegan_male_40-49,male,vegan,40-49
0.641,0.863,vegan_male_50-59,male,vegan,50-59
0.631,1.242,vegan_male_60-69,male,vegan,60-69
0.528,1.114,vegan_male_70-79,male,vegan,70-79
1.257,0.811,veggie_female_20-29,female,veggie,20-29
1.318,0.872,veggie_female_30-39,female,veggie,30-39
1.313,0.953,veggie_female_40-49,female,veggie,40-49
1.320,1.111,veggie_female_50-59,female,veggie,50-59
1.370,1.231,veggie_female_60-69,female,veggie,60-69
1.338,1.404,veggie_female_70-79,female,veggie,70-79
1.508,0.992,veggie_male_20-29,male,veggie,20-29
1.485,1.002,veggie_male_30-39,male,veggie,30-39
1.376,1.032,veggie_male_40-49,male,veggie,40-49
1.374,1.103,veggie_male_50-59,male,veggie,50-59
1.362,1.259,veggie_male_60-69,male,veggie,60-69
1.493,1.475,veggie_male_70-79,male,veggie,70-79
1.396,1.576,fish_female_20-29,female,fish,20-29
1.421,1.642,fish_female_30-39,female,fish,30-39
1.441,1.640,fish_female_40-49,female,fish,40-49
1.510,1.827,fish_female_50-59,female,fish,50-59
1.589,1.998,fish_female_60-69,female,fish,60-69
1.557,2.083,fish_female_70-79,female,fish,70-79
1.599,1.829,fish_male_20-29,male,fish,20-29
1.485,1.808,fish_male_30-39,male,fish,30-39
1.454,1.703,fish_male_40-49,male,fish,40-49
1.545,1.821,fish_male_50-59,male,fish,50-59
1.589,1.992,fish_male_60-69,male,fish,60-69
1.680,2.266,fish_male_70-79,male,fish,70-79
1.717,1.590,meat <50_female_20-29,female,meat50,20-29
1.746,1.685,meat <50_female_30-39,female,meat50,30-39
1.843,1.700,meat <50_female_40-49,female,meat50,40-49
1.969,1.842,meat <50_female_50-59,female,meat50,50-59
1.988,1.921,meat <50_female_60-69,female,meat50,60-69
1.951,1.992,meat <50_female_70-79,female,meat50,70-79
1.785,1.643,meat <50_male_20-29,male,meat50,20-29
1.796,1.831,meat <50_male_30-39,male,meat50,30-39
1.861,1.762,meat <50_male_40-49,male,meat50,40-49
1.974,1.779,meat <50_male_50-59,male,meat50,50-59
1.996,1.900,meat <50_male_60-69,male,meat50,60-69
2.129,2.003,meat <50_male_70-79,male,meat50,70-79
4.679,2.587,meat 100+_female_20-29,female,meat100,20-29
4.778,2.588,meat 100+_female_30-39,female,meat100,30-39
5.448,2.498,meat 100+_female_40-49,female,meat100,40-49
5.721,2.559,meat 100+_female_50-59,female,meat100,50-59
5.715,2.673,meat 100+_female_60-69,female,meat100,60-69
5.939,2.750,meat 100+_female_70-79,female,meat100,70-79
5.349,3.101,meat 100+_male_20-29,male,meat100,20-29
4.992,2.863,meat 100+_male_30-39,male,meat100,30-39
5.248,2.555,meat 100+_male_40-49,male,meat100,40-49
5.464,2.639,meat 100+_male_50-59,male,meat100,50-59
5.396,2.772,meat 100+_male_60-69,male,meat100,60-69
5.985,2.924,meat 100+_male_70-79,male,meat100,70-79
2.586,1.973,meat50-99_female_20-29,female,meat,20-29
2.698,1.988,meat50-99_female_30-39,female,meat,30-39
2.967,1.992,meat50-99_female_40-49,female,meat,40-49
3.099,2.051,meat50-99_female_50-59,female,meat,50-59
3.068,2.233,meat50-99_female_60-69,female,meat,60-69
3.085,2.287,meat50-99_female_70-79,female,meat,70-79
2.635,2.166,meat50-99_male_20-29,male,meat,20-29
2.728,2.195,meat50-99_male_30-39,male,meat,30-39
2.942,2.000,meat50-99_male_40-49,male,meat,40-49
3.074,2.069,meat50-99_male_50-59,male,meat,50-59
3.107,2.156,meat50-99_male_60-69,male,meat,60-69
3.275,2.276,meat50-99_male_70-79,male,meat,70-79
0.577,0.804,vegan_female_20-29,female,vegan,20-29
0.693,0.934,vegan_female_30-39,female,vegan,30-39
0.678,1.043,vegan_female_40-49,female,vegan,40-49
0.723,1.161,vegan_female_50-59,female,vegan,50-59
0.798,1.356,vegan_female_60-69,female,vegan,60-69
0.711,1.208,vegan_female_70-79,female,vegan,70-79
0.717,1.106,vegan_male_20-29,male,vegan,20-29
0.658,0.989,vegan_male_30-39,male,vegan,30-39
0.653,0.991,vegan_male_40-49,male,vegan,40-49
0.658,1.055,vegan_male_50-59,male,vegan,50-59
0.626,1.422,vegan_male_60-69,male,vegan,60-69
0.631,1.104,vegan_male_70-79,male,vegan,70-79
1.186,0.988,veggie_female_20-29,female,veggie,20-29
1.209,1.066,veggie_female_30-39,female,veggie,30-39
1.282,1.151,veggie_female_40-49,female,veggie,40-49
1.331,1.289,veggie_female_50-59,female,veggie,50-59
1.359,1.422,veggie_female_60-69,female,veggie,60-69
1.329,1.533,veggie_female_70-79,female,veggie,70-79
1.339,1.189,veggie_male_20-29,male,veggie,20-29
1.309,1.179,veggie_male_30-39,male,veggie,30-39
1.295,1.224,veggie_male_40-49,male,veggie,40-49
1.301,1.271,veggie_male_50-59,male,veggie,50-59
1.365,1.509,veggie_male_60-69,male,veggie,60-69
1.427,1.677,veggie_male_70-79,male,veggie,70-79
1.361,1.848,fish_female_20-29,female,fish,20-29
1.426,1.908,fish_female_30-39,female,fish,30-39
1.471,1.923,fish_female_40-49,female,fish,40-49
1.531,2.166,fish_female_50-59,female,fish,50-59
1.582,2.284,fish_female_60-69,female,fish,60-69
1.485,2.287,fish_female_70-79,female,fish,70-79
1.695,2.012,fish_male_20-29,male,fish,20-29
1.639,1.985,fish_male_30-39,male,fish,30-39
1.627,1.915,fish_male_40-49,male,fish,40-49
1.673,2.041,fish_male_50-59,male,fish,50-59
1.545,2.196,fish_male_60-69,male,fish,60-69
1.635,2.454,fish_male_70-79,male,fish,70-79
1.459,1.783,meat <50_female_20-29,female,meat50,20-29
1.571,1.833,meat <50_female_30-39,female,meat50,30-39
1.662,1.845,meat <50_female_40-49,female,meat50,40-49
1.729,2.019,meat <50_female_50-59,female,meat50,50-59
1.779,2.034,meat <50_female_60-69,female,meat50,60-69
1.744,2.064,meat <50_female_70-79,female,meat50,70-79
1.658,1.627,meat <50_male_20-29,male,meat50,20-29
1.765,1.913,meat <50_male_30-39,male,meat50,30-39
1.809,1.802,meat <50_male_40-49,male,meat50,40-49
1.809,1.889,meat <50_male_50-59,male,meat50,50-59
1.791,1.971,meat <50_male_60-69,male,meat50,60-69
1.947,2.095,meat <50_male_70-79,male,meat50,70-79
2.854,2.453,meat 100+_female_20-29,female,meat100,20-29
2.941,2.416,meat 100+_female_30-39,female,meat100,30-39
3.076,2.285,meat 100+_female_40-49,female,meat100,40-49
3.138,2.343,meat 100+_female_50-59,female,meat100,50-59
3.103,2.456,meat 100+_female_60-69,female,meat100,60-69
3.179,2.491,meat 100+_female_70-79,female,meat100,70-79
3.394,2.637,meat 100+_male_20-29,male,meat100,20-29
3.192,2.561,meat 100+_male_30-39,male,meat100,30-39
